coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Sat May 02 18:15:48 +0000 2015,NewRigor,http://twitter.com/_superluminal/status/594532793557884928/photo/1,,0,594565970166845440,,,,en,,False,1,594532793557884928,_superluminal,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @_superluminal: Skyping in to the #NewRigor with @5collDH !! Talking new modes of DH scholarship evaluation http://t.co/y0WH4gN1je,https://twitter.com/5collDH/status/594565970166845440,Sat Dec 28 23:38:02 +0000 2013,5collDH,False,Five College Digital Humanities :: Cultivating the humanities through digital innovation @5Colleges @amplify285 ::  #digitalhumanities #5cDH @jeffreymoro,379,388,472,22,"Pioneer Valley, MA",Five College DH,5collDH,1317,Eastern Time (US & Canada),http://5CollDH.org,False
,Sat May 02 18:00:48 +0000 2015,NewRigor,,,0,594562194458578944,,,,en,,,1,594527924713345024,Pompeiana79,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Pompeiana79: #NewRigor students show DH as a:
performance space
representational space
methodological platform
genre
source of freedom
…",https://twitter.com/ProfChristensen/status/594562194458578944,Fri Dec 09 18:44:37 +0000 2011,ProfChristensen,False,"University of Utah Classics professor, Sangro Valley Project field director, Roman archaeologist.",9177,1316,1227,93,"Salt Lake City, UT",A.M. Christensen,ProfChristensen,15468,,http://www.nescioquid.com/,False
,Sat May 02 17:50:16 +0000 2015,NewRigor,http://twitter.com/jdrabinski/status/594559542748434432/photo/1,,0,594559542748434432,,,,en,,False,3,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Lunch break at #NewRigor conference with @5collDH folks http://t.co/HPC0ikkkgA,https://twitter.com/jdrabinski/status/594559542748434432,Mon Jun 23 19:07:52 +0000 2008,jdrabinski,False,Teach the kids about philosophers. Edit Journal of French and Francophone Philosophy (http://t.co/uVJ3ViP8lM). Write on Africana philosophy and cultural theory.,209,360,119,15,"Amherst, MA",John E. Drabinski,jdrabinski,741,Eastern Time (US & Canada),http://jdrabinski.com,False
,Sat May 02 17:45:27 +0000 2015,DH NewRigor green,,,0,594558332456796161,,,,en,,,2,594552882218835968,Pompeiana79,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @Pompeiana79: @Pompeiana79 one answer might be to build parts of your #DH project as viable on their own Each a minimally viable product…,https://twitter.com/KentHumsRes/status/594558332456796161,Sun Mar 17 08:10:52 +0000 2013,KentHumsRes,False,Humanites Research Funding Officer at University of Kent - Interested in public engagement & digital humanities. Part-time PhD in Latin Epigraphy,483,356,348,20,"Canterbury, Kent",Lynne Bennett,KentHumsRes,2402,Hawaii,,False
,Sat May 02 17:30:00 +0000 2015,newrigor 5cdh,http://twitter.com/EcstaticPesse/status/594554443733032960/video/1,,1,594554443733032960,,,,en,,False,1,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",My small hand makes the perfect coffee stirrer #newrigor #5cdh http://t.co/qAfO4uYDg3,https://twitter.com/EcstaticPesse/status/594554443733032960,Fri Jan 24 16:37:30 +0000 2014,EcstaticPesse,False,"using tools, not letting them use me. using the internet and a window not as a narcotic mirror.",26,44,275,0,,Ecstatic Pessimist,EcstaticPesse,120,Eastern Time (US & Canada),http://ecstaticpessimist.in,False
,Sat May 02 17:23:48 +0000 2015,DH NewRigor green,,,2,594552882218835968,Pompeiana79,594552437987516416,595495147,en,,,2,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@Pompeiana79 one answer might be to build parts of your #DH project as viable on their own Each a minimally viable product. #NewRigor #green,https://twitter.com/Pompeiana79/status/594552882218835968,Thu May 31 13:37:44 +0000 2012,Pompeiana79,False,"Roman Archaeologist, Pompeii Specialist, DH Devotee",1749,603,420,24,Western Mass,Eric Poehler,Pompeiana79,3452,,http://umass.academia.edu/EricPoehler,False
,Sat May 02 17:23:33 +0000 2015,AltAcs newrigor,,,1,594552823343403008,Pompeiana79,594552437987516416,595495147,en,,,1,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@Pompeiana79 and #AltAcs the ""suicide squad""? #newrigor",https://twitter.com/ekansa/status/594552823343403008,Tue Mar 17 21:42:04 +0000 2009,ekansa,False,"Working on Open Context, trying to do the right thing with open science, open archaeology, a bit of open government and the Web.",2445,1337,793,134,"Berkeley, CA, USA",Eric Kansa,ekansa,10056,,http://opencontext.org,False
,Sat May 02 17:23:30 +0000 2015,NewRigor,,http://flyam.ps/1FCflsf,0,594552810244591617,,,,en,,False,4,592680028816674817,5collDH,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @5collDH: Join our 5/2 convo on assessment &amp; eval of humanists' digital work. How might eval support scholars? #NewRigor ⇢ http://t.co/i…,https://twitter.com/cliotropic/status/594552810244591617,Mon Sep 28 19:48:26 +0000 2009,cliotropic,False,"History of US birth certificates & their uses. Instructor, digital history, @FIU. @BrandeisU & @SmithCollege alum. All opinions mine alone. They/them/their. Mx.",8552,2742,2692,221,"Miami, FL, USA",Shane Landrum,cliotropic,37798,Pacific Time (US & Canada),,False
,Sat May 02 17:22:02 +0000 2015,newrigor green,,,0,594552437987516416,,,,en,,,1,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","High-Risk/High-Reward push by funders 4 projects makes pre-tenure faculty into gamblers. So, how to we evaluate ""failure""? #newrigor #green",https://twitter.com/Pompeiana79/status/594552437987516416,Thu May 31 13:37:44 +0000 2012,Pompeiana79,False,"Roman Archaeologist, Pompeii Specialist, DH Devotee",1749,603,420,24,Western Mass,Eric Poehler,Pompeiana79,3452,,http://umass.academia.edu/EricPoehler,False
,Sat May 02 17:21:49 +0000 2015,newrigor,,,1,594552385957138432,,,,en,,,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Wishing I could attend #newrigor in person, but following along from the tweets is good too. Thanks to those livetweeting.",https://twitter.com/cliotropic/status/594552385957138432,Mon Sep 28 19:48:26 +0000 2009,cliotropic,False,"History of US birth certificates & their uses. Instructor, digital history, @FIU. @BrandeisU & @SmithCollege alum. All opinions mine alone. They/them/their. Mx.",8552,2742,2692,221,"Miami, FL, USA",Shane Landrum,cliotropic,37798,Pacific Time (US & Canada),,False
,Sat May 02 17:21:42 +0000 2015,purple newrigor,,,0,594552355036729344,,,,en,,,1,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","#purple #newrigor talking models for valuing iterations. Lang of again, articulating how different practices can become values, if we push",https://twitter.com/amplify285/status/594552355036729344,Sat Dec 28 16:59:05 +0000 2013,amplify285,False,"author. amplifier. professor @ Amherst C. + director & cultivator of media, digital, & tech ecologies @5collDH #DigitalHumanities #5cDH",2333,577,516,23,"Amherst, MA",Marisa Parham,amplify285,1679,,http://mp285.com,False
,Sat May 02 17:21:19 +0000 2015,BitterStaff orange newrigor,,,0,594552258278400000,,,,en,,,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","“How is participation in a scholarly project assessed and evaluated?”
Not. New meme: #BitterStaff (except with a union!)
#orange #newrigor",https://twitter.com/EduObservatory/status/594552258278400000,Sat Dec 21 23:14:42 +0000 2013,EduObservatory,False,"Academic Technology Specialist; Ph.D.,  25 years experience in research, teaching, and using and supporting academic technology in higher education.",0,30,102,1,"Amherst, Massachusetts, USA",Andy Anderson,EduObservatory,246,Eastern Time (US & Canada),https://www.amherst.edu/people/facstaff/aanderson,False
,Sat May 02 17:20:07 +0000 2015,orange newrigor,,,1,594551955156029440,,,,en,,,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",varied landscape in assessment for staff in scholarly work - #orange #newrigor @5collDH,https://twitter.com/SmithGIS/status/594551955156029440,Mon Aug 24 19:51:25 +0000 2009,SmithGIS,False,"Peddling Spatial Reasoning and related technologies at Smith College, Northampton, MA.",3,337,307,30,Northampton MA,GIS @ Smith College,SmithGIS,285,Central Time (US & Canada),http://about.me/smithgis,False
,Sat May 02 17:19:19 +0000 2015,orange newrigor,,,0,594551756627058691,,,,en,,,1,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","“How is participation in a scholarly project assessed and evaluated?”
Theoretically merit pay ⇑, mostly pats on the back. 
#orange #newrigor",https://twitter.com/EduObservatory/status/594551756627058691,Sat Dec 21 23:14:42 +0000 2013,EduObservatory,False,"Academic Technology Specialist; Ph.D.,  25 years experience in research, teaching, and using and supporting academic technology in higher education.",0,30,102,1,"Amherst, Massachusetts, USA",Andy Anderson,EduObservatory,246,Eastern Time (US & Canada),https://www.amherst.edu/people/facstaff/aanderson,False
,Sat May 02 17:19:18 +0000 2015,red newrigor,,,0,594551751505772544,,,,en,,,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#red: the way we talk about a project is very different than the project itself  #newrigor,https://twitter.com/sheishistoric/status/594551751505772544,Fri Sep 13 02:12:37 +0000 2013,sheishistoric,False,History/DH Major. Incurable reader. Proud travel lover. Passionate web scholar. Persistent Tumblr blogger. Constantly in search of numen. Tweets are my own.,12420,275,690,18,UMass Amherst,Emily Esten,sheishistoric,1903,,http://emilyesten.com,False
,Sat May 02 17:19:10 +0000 2015,blue NewRigor,,,0,594551716709793794,,,,en,,,1,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",suggesting metrics (i.e. Google Analytics) for participation tracking. how do diff b/t actual involvement &amp; self promotion? #blue #NewRigor,https://twitter.com/_superluminal/status/594551716709793794,Thu Dec 27 16:36:23 +0000 2012,_superluminal,False,"student: reader // writer // maker. breaking down myths, creating new futures. @AmherstCollege '14. @Cornell graduate student. 2014-15 @HASTAC Scholar.",519,115,118,8,Chicago // Amherst // Ithaca,liz alexander,_superluminal,1239,Eastern Time (US & Canada),http://elizabethalexander.me,False
,Sat May 02 17:17:10 +0000 2015,orange newrigor,,,1,594551214194499585,,,,en,,,1,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","“Evaluation &amp; assessment different for principal investigators”
Parallel life — what we’re asked to do and actually do.
#orange #newrigor",https://twitter.com/EduObservatory/status/594551214194499585,Sat Dec 21 23:14:42 +0000 2013,EduObservatory,False,"Academic Technology Specialist; Ph.D.,  25 years experience in research, teaching, and using and supporting academic technology in higher education.",0,30,102,1,"Amherst, Massachusetts, USA",Andy Anderson,EduObservatory,246,Eastern Time (US & Canada),https://www.amherst.edu/people/facstaff/aanderson,False
,Sat May 02 17:17:03 +0000 2015,newrigor green,,,1,594551184565862401,,,,en,,,2,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",'data' as a vocabulary not nec. native to humanities training; atomization of elements of research is not always intuitive #newrigor #green,https://twitter.com/Pompeiana79/status/594551184565862401,Thu May 31 13:37:44 +0000 2012,Pompeiana79,False,"Roman Archaeologist, Pompeii Specialist, DH Devotee",1749,603,420,24,Western Mass,Eric Poehler,Pompeiana79,3452,,http://umass.academia.edu/EricPoehler,False
,Sat May 02 17:15:54 +0000 2015,newrigor purple,,,1,594550897847439361,,,,en,,,1,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","#newrigor #purple talking @ the language of our concerns. So many things, realizing we need new words, new categories, attached to values",https://twitter.com/amplify285/status/594550897847439361,Sat Dec 28 16:59:05 +0000 2013,amplify285,False,"author. amplifier. professor @ Amherst C. + director & cultivator of media, digital, & tech ecologies @5collDH #DigitalHumanities #5cDH",2333,577,516,23,"Amherst, MA",Marisa Parham,amplify285,1679,,http://mp285.com,False
,Sat May 02 17:14:59 +0000 2015,newrigor red,,,0,594550663922585601,,,,en,,,1,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",#newrigor #red Digital humanities is more about using digital research and practice methodologies instead of it being about the medium,https://twitter.com/EcstaticPesse/status/594550663922585601,Fri Jan 24 16:37:30 +0000 2014,EcstaticPesse,False,"using tools, not letting them use me. using the internet and a window not as a narcotic mirror.",26,44,275,0,,Ecstatic Pessimist,EcstaticPesse,120,Eastern Time (US & Canada),http://ecstaticpessimist.in,False
,Sat May 02 17:14:03 +0000 2015,blue newrigor,,,0,594550431952609281,,,,en,,,1,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",uncooperative internet means I'm alternately live tweeting the #blue group discussion from the video stream and the Google Doc! #newrigor,https://twitter.com/_superluminal/status/594550431952609281,Thu Dec 27 16:36:23 +0000 2012,_superluminal,False,"student: reader // writer // maker. breaking down myths, creating new futures. @AmherstCollege '14. @Cornell graduate student. 2014-15 @HASTAC Scholar.",519,115,118,8,Chicago // Amherst // Ithaca,liz alexander,_superluminal,1239,Eastern Time (US & Canada),http://elizabethalexander.me,False
,Sat May 02 17:12:55 +0000 2015,orange newrigor,,,0,594550144353345538,,,,en,,,1,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","“What is the difference between collaboration and support?”
Could also include producing or procuring funding.
#orange #newrigor",https://twitter.com/EduObservatory/status/594550144353345538,Sat Dec 21 23:14:42 +0000 2013,EduObservatory,False,"Academic Technology Specialist; Ph.D.,  25 years experience in research, teaching, and using and supporting academic technology in higher education.",0,30,102,1,"Amherst, Massachusetts, USA",Andy Anderson,EduObservatory,246,Eastern Time (US & Canada),https://www.amherst.edu/people/facstaff/aanderson,False
,Sat May 02 17:12:17 +0000 2015,collaboration orange newrigor,,,0,594549986169397248,,,,en,,,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Defining TRUE #collaboration @5collDH #orange #newrigor vs. support,https://twitter.com/SmithGIS/status/594549986169397248,Mon Aug 24 19:51:25 +0000 2009,SmithGIS,False,"Peddling Spatial Reasoning and related technologies at Smith College, Northampton, MA.",3,337,307,30,Northampton MA,GIS @ Smith College,SmithGIS,285,Central Time (US & Canada),http://about.me/smithgis,False
,Sat May 02 17:12:05 +0000 2015,blue newrigor,,,0,594549933962825728,,,,en,,,1,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",thinking about peer review as a possible mode for DH work evaluation #blue #newrigor,https://twitter.com/_superluminal/status/594549933962825728,Thu Dec 27 16:36:23 +0000 2012,_superluminal,False,"student: reader // writer // maker. breaking down myths, creating new futures. @AmherstCollege '14. @Cornell graduate student. 2014-15 @HASTAC Scholar.",519,115,118,8,Chicago // Amherst // Ithaca,liz alexander,_superluminal,1239,Eastern Time (US & Canada),http://elizabethalexander.me,False
,Sat May 02 17:11:44 +0000 2015,orange newrigor,,,1,594549849506357248,,,,en,,,2,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","“What is the difference between collaboration and support?”
Involved from the beginning: design, implement, review.
#orange #newrigor",https://twitter.com/EduObservatory/status/594549849506357248,Sat Dec 21 23:14:42 +0000 2013,EduObservatory,False,"Academic Technology Specialist; Ph.D.,  25 years experience in research, teaching, and using and supporting academic technology in higher education.",0,30,102,1,"Amherst, Massachusetts, USA",Andy Anderson,EduObservatory,246,Eastern Time (US & Canada),https://www.amherst.edu/people/facstaff/aanderson,False
,Sat May 02 17:09:58 +0000 2015,newrigor purple,,,1,594549404054462464,,,,en,,,1,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","#newrigor #purple working thru the ? of how to articulate the value of failure in a humanities environment: “u don’t get points for trying""",https://twitter.com/amplify285/status/594549404054462464,Sat Dec 28 16:59:05 +0000 2013,amplify285,False,"author. amplifier. professor @ Amherst C. + director & cultivator of media, digital, & tech ecologies @5collDH #DigitalHumanities #5cDH",2333,577,516,23,"Amherst, MA",Marisa Parham,amplify285,1679,,http://mp285.com,False
,Sat May 02 17:09:51 +0000 2015,orange newrigor,,,0,594549374224572416,,,,en,,,1,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","“Structures for staff member’s own intellectual work?”
Prof. dev. support better in IT than in libraries — usually. MHC?
#orange #newrigor",https://twitter.com/EduObservatory/status/594549374224572416,Sat Dec 21 23:14:42 +0000 2013,EduObservatory,False,"Academic Technology Specialist; Ph.D.,  25 years experience in research, teaching, and using and supporting academic technology in higher education.",0,30,102,1,"Amherst, Massachusetts, USA",Andy Anderson,EduObservatory,246,Eastern Time (US & Canada),https://www.amherst.edu/people/facstaff/aanderson,False
,Sat May 02 17:09:40 +0000 2015,value orange newrigor,,,0,594549327420387328,,,,en,,,1,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","#value is not in question for participating in scholarship, but what are the rewards? #orange #newrigor @5collDH",https://twitter.com/SmithGIS/status/594549327420387328,Mon Aug 24 19:51:25 +0000 2009,SmithGIS,False,"Peddling Spatial Reasoning and related technologies at Smith College, Northampton, MA.",3,337,307,30,Northampton MA,GIS @ Smith College,SmithGIS,285,Central Time (US & Canada),http://about.me/smithgis,False
,Sat May 02 17:09:27 +0000 2015,newrigor Orange,,,0,594549270780497920,,,,en,,,1,594545180684001281,EduObservatory,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @EduObservatory: Conversations on professional evaluation of digital humanities beginning now at the #newrigor. #Orange group a mix of t…,https://twitter.com/cliotropic/status/594549270780497920,Mon Sep 28 19:48:26 +0000 2009,cliotropic,False,"History of US birth certificates & their uses. Instructor, digital history, @FIU. @BrandeisU & @SmithCollege alum. All opinions mine alone. They/them/their. Mx.",8552,2742,2692,221,"Miami, FL, USA",Shane Landrum,cliotropic,37798,Pacific Time (US & Canada),,False
,Sat May 02 17:09:22 +0000 2015,orange newrigor,,,0,594549251516080128,,,,en,,,2,594547020192419842,EduObservatory,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @EduObservatory: “How are questions of evaluation &amp; assessment different for principal investigators”
No major acks for scholarly work!
…",https://twitter.com/cliotropic/status/594549251516080128,Mon Sep 28 19:48:26 +0000 2009,cliotropic,False,"History of US birth certificates & their uses. Instructor, digital history, @FIU. @BrandeisU & @SmithCollege alum. All opinions mine alone. They/them/their. Mx.",8552,2742,2692,221,"Miami, FL, USA",Shane Landrum,cliotropic,37798,Pacific Time (US & Canada),,False
,Sat May 02 17:09:06 +0000 2015,GIS newrigor,,,0,594549183492857858,,,,en,,,1,594547693097189377,SmithGIS,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @SmithGIS: Note - taking break from normal #GIS tweets to address questions at #newrigor @5collDH,https://twitter.com/cliotropic/status/594549183492857858,Mon Sep 28 19:48:26 +0000 2009,cliotropic,False,"History of US birth certificates & their uses. Instructor, digital history, @FIU. @BrandeisU & @SmithCollege alum. All opinions mine alone. They/them/their. Mx.",8552,2742,2692,221,"Miami, FL, USA",Shane Landrum,cliotropic,37798,Pacific Time (US & Canada),,False
,Sat May 02 17:08:41 +0000 2015,blue newrigor,,,0,594549078375149568,,,,en,,,1,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",cornett: how do we fairly evaluate inherently collaborative work? #blue #newrigor,https://twitter.com/_superluminal/status/594549078375149568,Thu Dec 27 16:36:23 +0000 2012,_superluminal,False,"student: reader // writer // maker. breaking down myths, creating new futures. @AmherstCollege '14. @Cornell graduate student. 2014-15 @HASTAC Scholar.",519,115,118,8,Chicago // Amherst // Ithaca,liz alexander,_superluminal,1239,Eastern Time (US & Canada),http://elizabethalexander.me,False
,Sat May 02 17:06:50 +0000 2015,blue newrigor,,,0,594548613684076544,,,,en,,,1,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",big questions: what are the ethics of assuming shared knowledge/paradigms? #blue #newrigor,https://twitter.com/_superluminal/status/594548613684076544,Thu Dec 27 16:36:23 +0000 2012,_superluminal,False,"student: reader // writer // maker. breaking down myths, creating new futures. @AmherstCollege '14. @Cornell graduate student. 2014-15 @HASTAC Scholar.",519,115,118,8,Chicago // Amherst // Ithaca,liz alexander,_superluminal,1239,Eastern Time (US & Canada),http://elizabethalexander.me,False
,Sat May 02 17:06:05 +0000 2015,blue newrigor,,,0,594548425703694336,,,,en,,,1,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",how can we evaluate DH w/o a basic understanding of/relationships with tech platforms? #blue #newrigor,https://twitter.com/_superluminal/status/594548425703694336,Thu Dec 27 16:36:23 +0000 2012,_superluminal,False,"student: reader // writer // maker. breaking down myths, creating new futures. @AmherstCollege '14. @Cornell graduate student. 2014-15 @HASTAC Scholar.",519,115,118,8,Chicago // Amherst // Ithaca,liz alexander,_superluminal,1239,Eastern Time (US & Canada),http://elizabethalexander.me,False
,Sat May 02 17:05:08 +0000 2015,red newrigor,,,0,594548186691334144,,,,en,,,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#red: do these project types even encompass what the student symposium projects do &amp; present? #newrigor,https://twitter.com/sheishistoric/status/594548186691334144,Fri Sep 13 02:12:37 +0000 2013,sheishistoric,False,History/DH Major. Incurable reader. Proud travel lover. Passionate web scholar. Persistent Tumblr blogger. Constantly in search of numen. Tweets are my own.,12420,275,690,18,UMass Amherst,Emily Esten,sheishistoric,1903,,http://emilyesten.com,False
,Sat May 02 17:04:49 +0000 2015,orange newrigor,,,0,594548107410571265,,,,en,,,1,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","“What kinds of structures would help staff member’s own intellectual work emerge?”
Professional development support varies
#orange #newrigor",https://twitter.com/EduObservatory/status/594548107410571265,Sat Dec 21 23:14:42 +0000 2013,EduObservatory,False,"Academic Technology Specialist; Ph.D.,  25 years experience in research, teaching, and using and supporting academic technology in higher education.",0,30,102,1,"Amherst, Massachusetts, USA",Andy Anderson,EduObservatory,246,Eastern Time (US & Canada),https://www.amherst.edu/people/facstaff/aanderson,False
,Sat May 02 17:04:45 +0000 2015,purple newrigor,,,0,594548089001771008,,,,en,,,1,594547870763765762,amplify285,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @amplify285: .@5CollDH #purple #newrigor taking up the ? of what ‘high risk’ means &amp; wondering how tied old model of demonstrating “uniq…,https://twitter.com/dee_mn/status/594548089001771008,Sat Jun 19 04:22:27 +0000 2010,dee_mn,False,Social Justice Chaos Mage. Misandrist. Apologies for my face.,1628,255,215,6,NYC,Dee M,dee_mn,14653,Eastern Time (US & Canada),,False
,Sat May 02 17:04:33 +0000 2015,blue NewRigor,,,1,594548041497112578,,,,en,,,1,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",the beautiful thing about DH working groups: finding alternative communication methods when tech goes wrong #blue #NewRigor,https://twitter.com/_superluminal/status/594548041497112578,Thu Dec 27 16:36:23 +0000 2012,_superluminal,False,"student: reader // writer // maker. breaking down myths, creating new futures. @AmherstCollege '14. @Cornell graduate student. 2014-15 @HASTAC Scholar.",519,115,118,8,Chicago // Amherst // Ithaca,liz alexander,_superluminal,1239,Eastern Time (US & Canada),http://elizabethalexander.me,False
,Sat May 02 17:04:06 +0000 2015,staff newrigor,,,0,594547927575633920,,,,en,,,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",can there be a #staff pool to draw on where we attend academic conferences? #newrigor @5collDH,https://twitter.com/SmithGIS/status/594547927575633920,Mon Aug 24 19:51:25 +0000 2009,SmithGIS,False,"Peddling Spatial Reasoning and related technologies at Smith College, Northampton, MA.",3,337,307,30,Northampton MA,GIS @ Smith College,SmithGIS,285,Central Time (US & Canada),http://about.me/smithgis,False
,Sat May 02 17:03:53 +0000 2015,purple newrigor,,,0,594547870763765762,,,,en,,,1,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",.@5CollDH #purple #newrigor taking up the ? of what ‘high risk’ means &amp; wondering how tied old model of demonstrating “unique-ness”,https://twitter.com/amplify285/status/594547870763765762,Sat Dec 28 16:59:05 +0000 2013,amplify285,False,"author. amplifier. professor @ Amherst C. + director & cultivator of media, digital, & tech ecologies @5collDH #DigitalHumanities #5cDH",2333,577,516,23,"Amherst, MA",Marisa Parham,amplify285,1679,,http://mp285.com,False
,Sat May 02 17:03:10 +0000 2015,GIS newrigor,,,1,594547693097189377,,,,en,,,1,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Note - taking break from normal #GIS tweets to address questions at #newrigor @5collDH,https://twitter.com/SmithGIS/status/594547693097189377,Mon Aug 24 19:51:25 +0000 2009,SmithGIS,False,"Peddling Spatial Reasoning and related technologies at Smith College, Northampton, MA.",3,337,307,30,Northampton MA,GIS @ Smith College,SmithGIS,285,Central Time (US & Canada),http://about.me/smithgis,False
,Sat May 02 17:03:04 +0000 2015,red newrigor,,,0,594547665901334529,,,,en,,,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#red group dives into a discussion of the ""high risk/high reward"" model and our experience as undergraduates #newrigor",https://twitter.com/sheishistoric/status/594547665901334529,Fri Sep 13 02:12:37 +0000 2013,sheishistoric,False,History/DH Major. Incurable reader. Proud travel lover. Passionate web scholar. Persistent Tumblr blogger. Constantly in search of numen. Tweets are my own.,12420,275,690,18,UMass Amherst,Emily Esten,sheishistoric,1903,,http://emilyesten.com,False
,Sat May 02 17:02:47 +0000 2015,newrigor red,,,1,594547594396717056,,,,en,,,1,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",#newrigor #red Talking about excessive focus on social entrepreneurship  and money making aspects of digital technology in academia,https://twitter.com/EcstaticPesse/status/594547594396717056,Fri Jan 24 16:37:30 +0000 2014,EcstaticPesse,False,"using tools, not letting them use me. using the internet and a window not as a narcotic mirror.",26,44,275,0,,Ecstatic Pessimist,EcstaticPesse,120,Eastern Time (US & Canada),http://ecstaticpessimist.in,False
,Sat May 02 17:02:32 +0000 2015,orange newrigor,,,0,594547530517630977,,,,en,,,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","“Evaluation &amp; assessment different for principal investigators”
UMass library different, national reputation ⇒ promotion.
#orange #newrigor",https://twitter.com/EduObservatory/status/594547530517630977,Sat Dec 21 23:14:42 +0000 2013,EduObservatory,False,"Academic Technology Specialist; Ph.D.,  25 years experience in research, teaching, and using and supporting academic technology in higher education.",0,30,102,1,"Amherst, Massachusetts, USA",Andy Anderson,EduObservatory,246,Eastern Time (US & Canada),https://www.amherst.edu/people/facstaff/aanderson,False
,Sat May 02 17:01:59 +0000 2015,blue NewRigor,,,1,594547395800727553,,,,en,,,1,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",what is twitter and how can academics best utilize it personally and professionally? #blue #NewRigor,https://twitter.com/_superluminal/status/594547395800727553,Thu Dec 27 16:36:23 +0000 2012,_superluminal,False,"student: reader // writer // maker. breaking down myths, creating new futures. @AmherstCollege '14. @Cornell graduate student. 2014-15 @HASTAC Scholar.",519,115,118,8,Chicago // Amherst // Ithaca,liz alexander,_superluminal,1239,Eastern Time (US & Canada),http://elizabethalexander.me,False
