coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Sat May 02 15:23:55 +0000 2015,5cdh newrigor,,http://ecstaticpessimist.in,0,594522713454153729,,,,en,,False,2,594521745719226368,jeffreymoro,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @jeffreymoro: .@EcstaticPesse's website: http://t.co/tJ2VSPjbnu @5collDH #5cdh #newrigor,https://twitter.com/amplify285/status/594522713454153729,Sat Dec 28 16:59:05 +0000 2013,amplify285,False,"author. amplifier. professor @ Amherst C. + director & cultivator of media, digital, & tech ecologies @5collDH #DigitalHumanities #5cDH",2333,577,516,23,"Amherst, MA",Marisa Parham,amplify285,1679,,http://mp285.com,False
,Sat May 02 15:23:37 +0000 2015,NewRigor digitalhumanities 5cdh,,https://twitter.com/jeffreymoro/status/594522325309104129,2,594522640330727425,,,,en,,False,1,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",These robots are just amazing. #NewRigor #digitalhumanities #5cdh @EcstaticPesse  https://t.co/ozWsEEKe1Y,https://twitter.com/amplify285/status/594522640330727425,Sat Dec 28 16:59:05 +0000 2013,amplify285,False,"author. amplifier. professor @ Amherst C. + director & cultivator of media, digital, & tech ecologies @5collDH #DigitalHumanities #5cDH",2333,577,516,23,"Amherst, MA",Marisa Parham,amplify285,1679,,http://mp285.com,False
,Sat May 02 15:23:13 +0000 2015,NewRigor 5cDH,http://twitter.com/jeffreymoro/status/594521420081729536/photo/1,,0,594522536404250624,,,,en,,False,3,594521420081729536,jeffreymoro,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",RT @jeffreymoro: .@EcstaticPesse's research goals for the @5collDH fellowship. #NewRigor #5cDH http://t.co/cSZwgEVloV,https://twitter.com/kelcyshepherd/status/594522536404250624,Mon Nov 24 18:39:03 +0000 2008,kelcyshepherd,False,digital librarian/archivist & instructor. based in western mass but heart still in the midwest.,138,238,185,18,,kelcyshepherd,kelcyshepherd,1887,Central Time (US & Canada),,False
,Sat May 02 15:23:06 +0000 2015,5cdh newrigor,,,0,594522507580846080,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""The Dangler"" sounds a lot like @NightValeRadio's Whispering Forest. #5cdh #newrigor @EcstaticPesse",https://twitter.com/sheishistoric/status/594522507580846080,Fri Sep 13 02:12:37 +0000 2013,sheishistoric,False,History/DH Major. Incurable reader. Proud travel lover. Passionate web scholar. Persistent Tumblr blogger. Constantly in search of numen. Tweets are my own.,12420,275,690,18,UMass Amherst,Emily Esten,sheishistoric,1903,,http://emilyesten.com,False
,Sat May 02 15:21:38 +0000 2015,5cdh newrigor,,http://ecstaticpessimist.in,0,594522139035852800,,,,en,,False,2,594521745719226368,jeffreymoro,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @jeffreymoro: .@EcstaticPesse's website: http://t.co/tJ2VSPjbnu @5collDH #5cdh #newrigor,https://twitter.com/5collDH/status/594522139035852800,Sat Dec 28 23:38:02 +0000 2013,5collDH,False,Five College Digital Humanities :: Cultivating the humanities through digital innovation @5Colleges @amplify285 ::  #digitalhumanities #5cDH @jeffreymoro,379,388,472,22,"Pioneer Valley, MA",Five College DH,5collDH,1317,Eastern Time (US & Canada),http://5CollDH.org,False
,Sat May 02 15:21:33 +0000 2015,5cdh newrigor,,,0,594522120882884608,,,,en,,,2,594520570546495488,sheishistoric,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @sheishistoric: This title is curious: Wouter Schievnik's ""Digital Technology as a Force of Despair Which Poses as a Force of Hope"" #5cd…",https://twitter.com/EduObservatory/status/594522120882884608,Sat Dec 21 23:14:42 +0000 2013,EduObservatory,False,"Academic Technology Specialist; Ph.D.,  25 years experience in research, teaching, and using and supporting academic technology in higher education.",0,30,102,1,"Amherst, Massachusetts, USA",Andy Anderson,EduObservatory,246,Eastern Time (US & Canada),https://www.amherst.edu/people/facstaff/aanderson,False
,Sat May 02 15:21:12 +0000 2015,NewRigor 5cDH,,,0,594522032693518336,,,,en,,,2,594521128183422976,jeffreymoro,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @jeffreymoro: .@EcstaticPesse wanting to use computational sculptures that address how technology restricts and controls bodies. @5collD…,https://twitter.com/EduObservatory/status/594522032693518336,Sat Dec 21 23:14:42 +0000 2013,EduObservatory,False,"Academic Technology Specialist; Ph.D.,  25 years experience in research, teaching, and using and supporting academic technology in higher education.",0,30,102,1,"Amherst, Massachusetts, USA",Andy Anderson,EduObservatory,246,Eastern Time (US & Canada),https://www.amherst.edu/people/facstaff/aanderson,False
,Sat May 02 15:20:30 +0000 2015,NewRigor 5cDH,http://twitter.com/jeffreymoro/status/594521420081729536/photo/1,,0,594521854804623361,,,,en,,False,3,594521420081729536,jeffreymoro,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @jeffreymoro: .@EcstaticPesse's research goals for the @5collDH fellowship. #NewRigor #5cDH http://t.co/cSZwgEVloV,https://twitter.com/sheishistoric/status/594521854804623361,Fri Sep 13 02:12:37 +0000 2013,sheishistoric,False,History/DH Major. Incurable reader. Proud travel lover. Passionate web scholar. Persistent Tumblr blogger. Constantly in search of numen. Tweets are my own.,12420,275,690,18,UMass Amherst,Emily Esten,sheishistoric,1903,,http://emilyesten.com,False
,Sat May 02 15:20:04 +0000 2015,5cdh newrigor,,http://ecstaticpessimist.in,1,594521745719226368,,,,en,,False,2,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",.@EcstaticPesse's website: http://t.co/tJ2VSPjbnu @5collDH #5cdh #newrigor,https://twitter.com/jeffreymoro/status/594521745719226368,Sun Jun 02 22:34:06 +0000 2013,jeffreymoro,False,pinging into the void // all-purpose post-bac for @5collDH // helps run @thecriticalis,315,144,351,10,"Northampton, MA",Jeffrey Moro,jeffreymoro,1111,Athens,http://jeffreymoro.com,False
,Sat May 02 15:19:12 +0000 2015,5cdh newrigor,,http://anonymousbox.github.io,0,594521525841178624,,,,en,,False,3,594521294340825088,jeffreymoro,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @jeffreymoro: .@EcstaticPesse's first project was http://t.co/gZKc2qXaZa @5collDH #5cdh #newrigor,https://twitter.com/sheishistoric/status/594521525841178624,Fri Sep 13 02:12:37 +0000 2013,sheishistoric,False,History/DH Major. Incurable reader. Proud travel lover. Passionate web scholar. Persistent Tumblr blogger. Constantly in search of numen. Tweets are my own.,12420,275,690,18,UMass Amherst,Emily Esten,sheishistoric,1903,,http://emilyesten.com,False
,Sat May 02 15:18:56 +0000 2015,NewRigor 5cDH,http://twitter.com/jeffreymoro/status/594521420081729536/photo/1,,0,594521459546009600,,,,en,,False,3,594521420081729536,jeffreymoro,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @jeffreymoro: .@EcstaticPesse's research goals for the @5collDH fellowship. #NewRigor #5cDH http://t.co/cSZwgEVloV,https://twitter.com/5collDH/status/594521459546009600,Sat Dec 28 23:38:02 +0000 2013,5collDH,False,Five College Digital Humanities :: Cultivating the humanities through digital innovation @5Colleges @amplify285 ::  #digitalhumanities #5cDH @jeffreymoro,379,388,472,22,"Pioneer Valley, MA",Five College DH,5collDH,1317,Eastern Time (US & Canada),http://5CollDH.org,False
,Sat May 02 15:18:54 +0000 2015,5cdh newrigor,,http://anonymousbox.github.io,0,594521450796683264,,,,en,,False,3,594521294340825088,jeffreymoro,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @jeffreymoro: .@EcstaticPesse's first project was http://t.co/gZKc2qXaZa @5collDH #5cdh #newrigor,https://twitter.com/5collDH/status/594521450796683264,Sat Dec 28 23:38:02 +0000 2013,5collDH,False,Five College Digital Humanities :: Cultivating the humanities through digital innovation @5Colleges @amplify285 ::  #digitalhumanities #5cDH @jeffreymoro,379,388,472,22,"Pioneer Valley, MA",Five College DH,5collDH,1317,Eastern Time (US & Canada),http://5CollDH.org,False
,Sat May 02 15:18:46 +0000 2015,NewRigor 5cDH,http://twitter.com/jeffreymoro/status/594521420081729536/photo/1,,0,594521420081729536,,,,en,,False,3,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",.@EcstaticPesse's research goals for the @5collDH fellowship. #NewRigor #5cDH http://t.co/cSZwgEVloV,https://twitter.com/jeffreymoro/status/594521420081729536,Sun Jun 02 22:34:06 +0000 2013,jeffreymoro,False,pinging into the void // all-purpose post-bac for @5collDH // helps run @thecriticalis,315,144,351,10,"Northampton, MA",Jeffrey Moro,jeffreymoro,1111,Athens,http://jeffreymoro.com,False
,Sat May 02 15:18:23 +0000 2015,NewRigor 5cDH,,,0,594521323310850048,,,,en,,,2,594521128183422976,jeffreymoro,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @jeffreymoro: .@EcstaticPesse wanting to use computational sculptures that address how technology restricts and controls bodies. @5collD…,https://twitter.com/5collDH/status/594521323310850048,Sat Dec 28 23:38:02 +0000 2013,5collDH,False,Five College Digital Humanities :: Cultivating the humanities through digital innovation @5Colleges @amplify285 ::  #digitalhumanities #5cDH @jeffreymoro,379,388,472,22,"Pioneer Valley, MA",Five College DH,5collDH,1317,Eastern Time (US & Canada),http://5CollDH.org,False
,Sat May 02 15:18:16 +0000 2015,5cdh newrigor,,http://anonymousbox.github.io,0,594521294340825088,,,,en,,False,3,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",.@EcstaticPesse's first project was http://t.co/gZKc2qXaZa @5collDH #5cdh #newrigor,https://twitter.com/jeffreymoro/status/594521294340825088,Sun Jun 02 22:34:06 +0000 2013,jeffreymoro,False,pinging into the void // all-purpose post-bac for @5collDH // helps run @thecriticalis,315,144,351,10,"Northampton, MA",Jeffrey Moro,jeffreymoro,1111,Athens,http://jeffreymoro.com,False
,Sat May 02 15:17:37 +0000 2015,NewRigor 5cDH,,,0,594521128183422976,,,,en,,,2,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",.@EcstaticPesse wanting to use computational sculptures that address how technology restricts and controls bodies. @5collDH #NewRigor #5cDH,https://twitter.com/jeffreymoro/status/594521128183422976,Sun Jun 02 22:34:06 +0000 2013,jeffreymoro,False,pinging into the void // all-purpose post-bac for @5collDH // helps run @thecriticalis,315,144,351,10,"Northampton, MA",Jeffrey Moro,jeffreymoro,1111,Athens,http://jeffreymoro.com,False
,Sat May 02 15:16:56 +0000 2015,5cdh NewRigor,,,0,594520958624468992,,,,en,,,2,594520857424306176,jeffreymoro,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @jeffreymoro: Finally, @EcstaticPesse with ""Digital Technology as a Force of Despair Which Poses as a Force of Hope."" @5collDH #5cdh #Ne…",https://twitter.com/5collDH/status/594520958624468992,Sat Dec 28 23:38:02 +0000 2013,5collDH,False,Five College Digital Humanities :: Cultivating the humanities through digital innovation @5Colleges @amplify285 ::  #digitalhumanities #5cDH @jeffreymoro,379,388,472,22,"Pioneer Valley, MA",Five College DH,5collDH,1317,Eastern Time (US & Canada),http://5CollDH.org,False
,Sat May 02 15:16:51 +0000 2015,5cdh NewRigor,,,0,594520935299948545,,,,en,,,2,594520857424306176,jeffreymoro,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @jeffreymoro: Finally, @EcstaticPesse with ""Digital Technology as a Force of Despair Which Poses as a Force of Hope."" @5collDH #5cdh #Ne…",https://twitter.com/amplify285/status/594520935299948545,Sat Dec 28 16:59:05 +0000 2013,amplify285,False,"author. amplifier. professor @ Amherst C. + director & cultivator of media, digital, & tech ecologies @5collDH #DigitalHumanities #5cDH",2333,577,516,23,"Amherst, MA",Marisa Parham,amplify285,1679,,http://mp285.com,False
,Sat May 02 15:16:32 +0000 2015,5cdh NewRigor,,,0,594520857424306176,,,,en,,,2,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Finally, @EcstaticPesse with ""Digital Technology as a Force of Despair Which Poses as a Force of Hope."" @5collDH #5cdh #NewRigor",https://twitter.com/jeffreymoro/status/594520857424306176,Sun Jun 02 22:34:06 +0000 2013,jeffreymoro,False,pinging into the void // all-purpose post-bac for @5collDH // helps run @thecriticalis,315,144,351,10,"Northampton, MA",Jeffrey Moro,jeffreymoro,1111,Athens,http://jeffreymoro.com,False
,Sat May 02 15:16:15 +0000 2015,5cdh NewRigor,,,0,594520784049168385,,,,en,,,1,594520556466216960,jeffreymoro,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @jeffreymoro: Van Roggen: ""Data doesn't have narrative by itself, you have to find it."" @5collDH #5cdh #NewRigor",https://twitter.com/5collDH/status/594520784049168385,Sat Dec 28 23:38:02 +0000 2013,5collDH,False,Five College Digital Humanities :: Cultivating the humanities through digital innovation @5Colleges @amplify285 ::  #digitalhumanities #5cDH @jeffreymoro,379,388,472,22,"Pioneer Valley, MA",Five College DH,5collDH,1317,Eastern Time (US & Canada),http://5CollDH.org,False
,Sat May 02 15:15:35 +0000 2015,5cdh newrigor,,,0,594520618546163712,,,,en,,,2,594520570546495488,sheishistoric,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @sheishistoric: This title is curious: Wouter Schievnik's ""Digital Technology as a Force of Despair Which Poses as a Force of Hope"" #5cd…",https://twitter.com/5collDH/status/594520618546163712,Sat Dec 28 23:38:02 +0000 2013,5collDH,False,Five College Digital Humanities :: Cultivating the humanities through digital innovation @5Colleges @amplify285 ::  #digitalhumanities #5cDH @jeffreymoro,379,388,472,22,"Pioneer Valley, MA",Five College DH,5collDH,1317,Eastern Time (US & Canada),http://5CollDH.org,False
,Sat May 02 15:15:24 +0000 2015,5cdh newrigor,,,3,594520570546495488,,,,en,,,2,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This title is curious: Wouter Schievnik's ""Digital Technology as a Force of Despair Which Poses as a Force of Hope"" #5cdh #newrigor",https://twitter.com/sheishistoric/status/594520570546495488,Fri Sep 13 02:12:37 +0000 2013,sheishistoric,False,History/DH Major. Incurable reader. Proud travel lover. Passionate web scholar. Persistent Tumblr blogger. Constantly in search of numen. Tweets are my own.,12420,275,690,18,UMass Amherst,Emily Esten,sheishistoric,1903,,http://emilyesten.com,False
,Sat May 02 15:15:20 +0000 2015,5cdh NewRigor,,,0,594520556466216960,,,,en,,,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Van Roggen: ""Data doesn't have narrative by itself, you have to find it."" @5collDH #5cdh #NewRigor",https://twitter.com/jeffreymoro/status/594520556466216960,Sun Jun 02 22:34:06 +0000 2013,jeffreymoro,False,pinging into the void // all-purpose post-bac for @5collDH // helps run @thecriticalis,315,144,351,10,"Northampton, MA",Jeffrey Moro,jeffreymoro,1111,Athens,http://jeffreymoro.com,False
,Sat May 02 15:15:11 +0000 2015,NewRigor 5cDH,,,1,594520514753859584,,,,en,,,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Van Roggen thinking @ what it means to be excited by what you find, w or w/o the narrative that fits it all together. #NewRigor #5cDH",https://twitter.com/5collDH/status/594520514753859584,Sat Dec 28 23:38:02 +0000 2013,5collDH,False,Five College Digital Humanities :: Cultivating the humanities through digital innovation @5Colleges @amplify285 ::  #digitalhumanities #5cDH @jeffreymoro,379,388,472,22,"Pioneer Valley, MA",Five College DH,5collDH,1317,Eastern Time (US & Canada),http://5CollDH.org,False
,Sat May 02 15:11:41 +0000 2015,newrigor 5cdh,,http://ironstreetsofpompeii.5colldh.org,0,594519637888528384,,,,en,,False,3,594519220756545536,jeffreymoro,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @jeffreymoro: (This might be giving it away, but you can see Van Roggen's maps at http://t.co/GqXknfOxJe!) @5collDH #newrigor #5cdh",https://twitter.com/GeoObservatory/status/594519637888528384,Sat Jul 11 19:34:45 +0000 2009,GeoObservatory,False,"Geospatial Technology Specialist; Ph.D.,  25 years experience in research, teaching, and using and supporting academic technology in higher education.",2,265,201,32,"Amherst, Massachusetts, USA",Andy Anderson,GeoObservatory,956,Eastern Time (US & Canada),http://www.amherst.edu/people/facstaff/aanderson,False
,Sat May 02 15:11:34 +0000 2015,5cdh newrigor,http://twitter.com/Yael_Rice/status/594519311504531456/photo/1,,0,594519605302951936,,,,en,,False,3,594519311504531456,Yael_Rice,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @Yael_Rice: Juliana van Roggen uses ArcGIS to map molten iron deposits in the streets of Pompeii @5collDH #5cdh #newrigor http://t.co/s0…,https://twitter.com/GeoObservatory/status/594519605302951936,Sat Jul 11 19:34:45 +0000 2009,GeoObservatory,False,"Geospatial Technology Specialist; Ph.D.,  25 years experience in research, teaching, and using and supporting academic technology in higher education.",2,265,201,32,"Amherst, Massachusetts, USA",Andy Anderson,GeoObservatory,956,Eastern Time (US & Canada),http://www.amherst.edu/people/facstaff/aanderson,False
,Sat May 02 15:11:29 +0000 2015,NewRigor,http://twitter.com/jeffreymoro/status/594518993651785729/photo/1,,0,594519587628154881,,,,en,,False,3,594518993651785729,jeffreymoro,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @jeffreymoro: More of Van Roggen's maps, revealing patterns and clusters of iron deposits in Pompeii streets. @5collDH #NewRigor http://…",https://twitter.com/GeoObservatory/status/594519587628154881,Sat Jul 11 19:34:45 +0000 2009,GeoObservatory,False,"Geospatial Technology Specialist; Ph.D.,  25 years experience in research, teaching, and using and supporting academic technology in higher education.",2,265,201,32,"Amherst, Massachusetts, USA",Andy Anderson,GeoObservatory,956,Eastern Time (US & Canada),http://www.amherst.edu/people/facstaff/aanderson,False
,Sat May 02 15:11:07 +0000 2015,newrigor 5cdh,,http://ironstreetsofpompeii.5colldh.org,0,594519494166458369,,,,en,,False,3,594519220756545536,jeffreymoro,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @jeffreymoro: (This might be giving it away, but you can see Van Roggen's maps at http://t.co/GqXknfOxJe!) @5collDH #newrigor #5cdh",https://twitter.com/EduObservatory/status/594519494166458369,Sat Dec 21 23:14:42 +0000 2013,EduObservatory,False,"Academic Technology Specialist; Ph.D.,  25 years experience in research, teaching, and using and supporting academic technology in higher education.",0,30,102,1,"Amherst, Massachusetts, USA",Andy Anderson,EduObservatory,246,Eastern Time (US & Canada),https://www.amherst.edu/people/facstaff/aanderson,False
,Sat May 02 15:10:55 +0000 2015,5cdh newrigor,http://twitter.com/Yael_Rice/status/594519311504531456/photo/1,,0,594519441557291008,,,,en,,False,3,594519311504531456,Yael_Rice,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @Yael_Rice: Juliana van Roggen uses ArcGIS to map molten iron deposits in the streets of Pompeii @5collDH #5cdh #newrigor http://t.co/s0…,https://twitter.com/EduObservatory/status/594519441557291008,Sat Dec 21 23:14:42 +0000 2013,EduObservatory,False,"Academic Technology Specialist; Ph.D.,  25 years experience in research, teaching, and using and supporting academic technology in higher education.",0,30,102,1,"Amherst, Massachusetts, USA",Andy Anderson,EduObservatory,246,Eastern Time (US & Canada),https://www.amherst.edu/people/facstaff/aanderson,False
,Sat May 02 15:10:43 +0000 2015,5cdh newrigor,http://twitter.com/Yael_Rice/status/594519311504531456/photo/1,,0,594519392332980224,,,,en,,False,3,594519311504531456,Yael_Rice,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @Yael_Rice: Juliana van Roggen uses ArcGIS to map molten iron deposits in the streets of Pompeii @5collDH #5cdh #newrigor http://t.co/s0…,https://twitter.com/5collDH/status/594519392332980224,Sat Dec 28 23:38:02 +0000 2013,5collDH,False,Five College Digital Humanities :: Cultivating the humanities through digital innovation @5Colleges @amplify285 ::  #digitalhumanities #5cDH @jeffreymoro,379,388,472,22,"Pioneer Valley, MA",Five College DH,5collDH,1317,Eastern Time (US & Canada),http://5CollDH.org,False
,Sat May 02 15:10:32 +0000 2015,newrigor 5cdh,,http://ironstreetsofpompeii.5colldh.org,0,594519346438873089,,,,en,,False,3,594519220756545536,jeffreymoro,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @jeffreymoro: (This might be giving it away, but you can see Van Roggen's maps at http://t.co/GqXknfOxJe!) @5collDH #newrigor #5cdh",https://twitter.com/5collDH/status/594519346438873089,Sat Dec 28 23:38:02 +0000 2013,5collDH,False,Five College Digital Humanities :: Cultivating the humanities through digital innovation @5Colleges @amplify285 ::  #digitalhumanities #5cDH @jeffreymoro,379,388,472,22,"Pioneer Valley, MA",Five College DH,5collDH,1317,Eastern Time (US & Canada),http://5CollDH.org,False
,Sat May 02 15:10:24 +0000 2015,5cdh newrigor,http://twitter.com/Yael_Rice/status/594519311504531456/photo/1,,2,594519311504531456,,,,en,,False,3,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Juliana van Roggen uses ArcGIS to map molten iron deposits in the streets of Pompeii @5collDH #5cdh #newrigor http://t.co/s0dVLGPsdC,https://twitter.com/Yael_Rice/status/594519311504531456,Tue Jun 03 19:15:15 +0000 2014,Yael_Rice,False,Art Historian at Amherst College | manuscripts and portable arts of Mughal India and the larger Persianate sphere |  H-Islamart Editor | views are my own,848,431,486,13,,Yael Rice,Yael_Rice,936,,,False
,Sat May 02 15:10:18 +0000 2015,5cdh newrigor cadejohnson,,,0,594519289622827008,,,,en,,,1,594514738278719489,sheishistoric,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @sheishistoric: Johnson: ""The basement - here are the memories that don't quite fit and were probably never meant to.""  #5cdh #newrigor …",https://twitter.com/amplify285/status/594519289622827008,Sat Dec 28 16:59:05 +0000 2013,amplify285,False,"author. amplifier. professor @ Amherst C. + director & cultivator of media, digital, & tech ecologies @5collDH #DigitalHumanities #5cDH",2333,577,516,23,"Amherst, MA",Marisa Parham,amplify285,1679,,http://mp285.com,False
,Sat May 02 15:10:02 +0000 2015,newrigor 5cdh,,http://ironstreetsofpompeii.5colldh.org,1,594519220756545536,,,,en,,False,3,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","(This might be giving it away, but you can see Van Roggen's maps at http://t.co/GqXknfOxJe!) @5collDH #newrigor #5cdh",https://twitter.com/jeffreymoro/status/594519220756545536,Sun Jun 02 22:34:06 +0000 2013,jeffreymoro,False,pinging into the void // all-purpose post-bac for @5collDH // helps run @thecriticalis,315,144,351,10,"Northampton, MA",Jeffrey Moro,jeffreymoro,1111,Athens,http://jeffreymoro.com,False
,Sat May 02 15:10:00 +0000 2015,5cdh NewRigor,,,0,594519212414115840,,,,en,,,1,594518165440307200,sheishistoric,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @sheishistoric: Juliana van Roegen tackles the disconnection between archaeologists and the public. #5cdh #NewRigor,https://twitter.com/5collDH/status/594519212414115840,Sat Dec 28 23:38:02 +0000 2013,5collDH,False,Five College Digital Humanities :: Cultivating the humanities through digital innovation @5Colleges @amplify285 ::  #digitalhumanities #5cDH @jeffreymoro,379,388,472,22,"Pioneer Valley, MA",Five College DH,5collDH,1317,Eastern Time (US & Canada),http://5CollDH.org,False
,Sat May 02 15:09:56 +0000 2015,NewRigor,http://twitter.com/jeffreymoro/status/594518993651785729/photo/1,,0,594519197503377408,,,,en,,False,3,594518993651785729,jeffreymoro,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @jeffreymoro: More of Van Roggen's maps, revealing patterns and clusters of iron deposits in Pompeii streets. @5collDH #NewRigor http://…",https://twitter.com/EduObservatory/status/594519197503377408,Sat Dec 21 23:14:42 +0000 2013,EduObservatory,False,"Academic Technology Specialist; Ph.D.,  25 years experience in research, teaching, and using and supporting academic technology in higher education.",0,30,102,1,"Amherst, Massachusetts, USA",Andy Anderson,EduObservatory,246,Eastern Time (US & Canada),https://www.amherst.edu/people/facstaff/aanderson,False
,Sat May 02 15:09:14 +0000 2015,NewRigor,http://twitter.com/jeffreymoro/status/594518993651785729/photo/1,,0,594519018356224000,,,,en,,False,3,594518993651785729,jeffreymoro,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @jeffreymoro: More of Van Roggen's maps, revealing patterns and clusters of iron deposits in Pompeii streets. @5collDH #NewRigor http://…",https://twitter.com/5collDH/status/594519018356224000,Sat Dec 28 23:38:02 +0000 2013,5collDH,False,Five College Digital Humanities :: Cultivating the humanities through digital innovation @5Colleges @amplify285 ::  #digitalhumanities #5cDH @jeffreymoro,379,388,472,22,"Pioneer Valley, MA",Five College DH,5collDH,1317,Eastern Time (US & Canada),http://5CollDH.org,False
,Sat May 02 15:09:08 +0000 2015,NewRigor,http://twitter.com/jeffreymoro/status/594518993651785729/photo/1,,0,594518993651785729,,,,en,,False,3,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","More of Van Roggen's maps, revealing patterns and clusters of iron deposits in Pompeii streets. @5collDH #NewRigor http://t.co/hbwd2YtIg6",https://twitter.com/jeffreymoro/status/594518993651785729,Sun Jun 02 22:34:06 +0000 2013,jeffreymoro,False,pinging into the void // all-purpose post-bac for @5collDH // helps run @thecriticalis,315,144,351,10,"Northampton, MA",Jeffrey Moro,jeffreymoro,1111,Athens,http://jeffreymoro.com,False
,Sat May 02 15:08:57 +0000 2015,NewRigor,,,2,594518949422899200,Pompeiana79,594517805967507458,595495147,en,,,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@jeffreymoro @5collDH On the other hand, I want those sounds on my phone to listen to when I write in the early AM. #NewRigor",https://twitter.com/Pompeiana79/status/594518949422899200,Thu May 31 13:37:44 +0000 2012,Pompeiana79,False,"Roman Archaeologist, Pompeii Specialist, DH Devotee",1749,603,420,24,Western Mass,Eric Poehler,Pompeiana79,3452,,http://umass.academia.edu/EricPoehler,False
,Sat May 02 15:08:26 +0000 2015,5cdh newrigor,http://twitter.com/jeffreymoro/status/594518789900922880/photo/1,,0,594518818317332480,,,,en,,False,1,594518789900922880,jeffreymoro,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @jeffreymoro: Van Roggen: How to make sense of archaeological data through the use of maps? #5cdh @5collDH #newrigor http://t.co/acrSoBY…,https://twitter.com/5collDH/status/594518818317332480,Sat Dec 28 23:38:02 +0000 2013,5collDH,False,Five College Digital Humanities :: Cultivating the humanities through digital innovation @5Colleges @amplify285 ::  #digitalhumanities #5cDH @jeffreymoro,379,388,472,22,"Pioneer Valley, MA",Five College DH,5collDH,1317,Eastern Time (US & Canada),http://5CollDH.org,False
